image_id;feature;type
1732;[-0.00047650188207626343, -0.05383322387933731, 0.25519508123397827, 0.09374231845140457, -0.07544943690299988, 0.04383433610200882, 0.28631162643432617, -0.4216693341732025, 0.09844076633453369, -0.22844476997852325, 0.2845414876937866, -0.28235527873039246, 0.03695206344127655, -0.1742403656244278, 0.21306824684143066, -0.24379311501979828, -0.07551144063472748, 0.0066343676298856735, -0.024871548637747765, -0.13405226171016693, 0.07680607587099075, -0.08353612571954727, 0.009020119905471802, 0.13130393624305725, -0.078371062874794, -0.049015216529369354, 0.08534201234579086, 0.002226315438747406, -0.07809731364250183, -0.09490686655044556, -0.029162641614675522, 0.48181629180908203, 0.10324224829673767, 0.01073409616947174, 0.06380213797092438, 0.004153981804847717, 0.07680562138557434, 0.13872946798801422, 0.28582507371902466, -0.004893933422863483, -0.13651148974895477, -0.055811911821365356, 0.10890983790159225, 0.12527912855148315, -0.03041580319404602, 0.15710657835006714, -0.16309502720832825, -0.07409458607435226, 0.049647390842437744, 0.1799715757369995, -0.04504653438925743, -0.013643592596054077, -0.012905575335025787, 0.0744110569357872, -0.42575353384017944, -0.03221847489476204, 0.03525445982813835, -0.11271017789840698, 0.23721721768379211, -0.2856505513191223, -0.2697940170764923, -0.22059616446495056, -0.05429268628358841, 0.05422316864132881];2
1734;[0.050835005939006805, -0.24384614825248718, 0.17196235060691833, 0.11023811250925064, 0.07900229841470718, -0.03121555596590042, 0.2250271439552307, -0.4717155396938324, -0.0040757060050964355, -0.41073212027549744, 0.35371679067611694, -0.13338890671730042, 0.22486914694309235, -0.34631675481796265, -0.1414864957332611, -0.07179801166057587, 0.0275174081325531, 0.019580716267228127, -0.06994383782148361, 0.08280867338180542, -0.07379131764173508, 0.28942057490348816, -0.190134197473526, 0.15084780752658844, 0.19780227541923523, -0.2578907907009125, -0.042018912732601166, -0.38471630215644836, 0.03322470188140869, -0.18911069631576538, -0.032792430371046066, 0.047915875911712646, -0.09479700028896332, 0.0971241444349289, 0.011802222579717636, 0.15111395716667175, -0.11075060814619064, 0.4003264307975769, 0.04667855054140091, -0.28234240412712097, -0.15930788218975067, -0.18516001105308533, -0.2206956297159195, 0.0688873901963234, -0.044009700417518616, 0.052206508815288544, 0.20970286428928375, 0.0799071192741394, 0.27289876341819763, 0.08454563468694687, -0.18007421493530273, 0.18582011759281158, -0.1270178258419037, -0.15303178131580353, -0.14567029476165771, 0.002651277929544449, -0.10809427499771118, 0.23876874148845673, 0.3452942669391632, -0.1477096676826477, -0.3040795624256134, 0.024019919335842133, -0.2843795716762543, 0.2592337131500244];0
1742;[-0.048521872609853745, -0.1072758138179779, 0.1338704228401184, -0.053107745945453644, 0.01783851534128189, 0.09559442102909088, 0.1613798439502716, -0.19695566594600677, 0.10954422503709793, -0.27380186319351196, 0.2690922021865845, -0.1867324858903885, 0.15503643453121185, -0.14662019908428192, 0.019665665924549103, -0.30331891775131226, -0.005473896861076355, 0.05695302039384842, -0.05677275359630585, -0.09173449128866196, 0.15110130608081818, -0.03880230709910393, 0.04716853052377701, 0.17260542511940002, -0.11820614337921143, -0.1393439769744873, 0.1539756804704666, -0.13677874207496643, -0.10616008192300797, -0.11924582719802856, -0.05672250688076019, 0.18969373404979706, 0.04701101779937744, -0.1917116343975067, 0.0032157376408576965, 0.08234311640262604, 0.12489700317382812, 0.09525236487388611, 0.10250788927078247, -0.07443515956401825, 0.021211929619312286, -0.0695781484246254, -0.0006127208471298218, 0.05499223619699478, 0.06881655007600784, -0.14180956780910492, -0.1604032963514328, 0.10380133986473083, 0.045475028455257416, 0.13813140988349915, -0.1689681112766266, 0.04422224313020706, 0.06405128538608551, 0.02240026742219925, -0.06797917187213898, 0.05733872577548027, -0.03296380117535591, -0.09643575549125671, 0.05587548762559891, -0.1586546003818512, -0.05788816139101982, -0.13511952757835388, -0.2523024380207062, 0.12580044567584991];0
1750;[-0.033555418252944946, -0.06201896071434021, 0.10882297903299332, -0.09416443109512329, 0.0007257238030433655, 0.16306155920028687, 0.150404691696167, -0.18102064728736877, 0.10398977249860764, -0.13640046119689941, 0.20778989791870117, -0.16166576743125916, -0.047676559537649155, -0.13973823189735413, 0.04996815323829651, -0.2715989053249359, -0.01844485104084015, 0.14698746800422668, 0.021396847441792488, -0.04562598839402199, 0.10236383974552155, -0.027608104050159454, -0.0027882903814315796, 0.19155442714691162, -0.10614670813083649, -0.03694632649421692, 0.23356002569198608, -0.08422283828258514, -0.19448380172252655, -0.10072658956050873, -0.06269542872905731, 0.29025998711586, 0.06191052496433258, -0.16587436199188232, 0.04456883296370506, 0.02694496512413025, 0.11951997876167297, 0.06605002284049988, 0.07505049556493759, -0.003864745609462261, 0.0014439225196838379, -0.04769907891750336, 0.08837991952896118, 0.0014280714094638824, -0.03756063058972359, -0.07419324666261673, -0.24043184518814087, -0.009952723979949951, -0.049614936113357544, 0.15545733273029327, -0.13054966926574707, -0.017844989895820618, 0.045882172882556915, 0.0852469950914383, -0.09052994847297668, 0.09266325831413269, 0.05288923531770706, -0.07462412118911743, -0.048287730664014816, -0.15261948108673096, -0.00943317636847496, -0.11474034935235977, -0.1639801561832428, 0.11485765874385834];0
1752;[-0.11938321590423584, -0.22844475507736206, 0.1575945019721985, 0.0007748380303382874, 0.021044455468654633, 0.10569021105766296, 0.17685143649578094, -0.28578418493270874, 0.08421136438846588, -0.22345814108848572, 0.3411736488342285, -0.21460099518299103, 0.12687674164772034, -0.11651243269443512, -0.012226380407810211, -0.26660943031311035, 0.043964847922325134, 0.1210932582616806, -0.048439450562000275, 0.01970192790031433, 0.04639999568462372, 0.06111392751336098, -0.03463006019592285, 0.15992647409439087, -0.033429279923439026, -0.0645119696855545, 0.1291809231042862, -0.22408580780029297, -0.15458166599273682, -0.14308863878250122, -0.050721440464258194, 0.1735750287771225, -0.029409274458885193, -0.07359880208969116, 0.03126106783747673, 0.19690696895122528, 0.12183775752782822, 0.16908569633960724, 0.09816420823335648, -0.11371913552284241, -0.05674038082361221, -0.13328412175178528, 0.021393075585365295, 0.035883210599422455, -0.0579322874546051, -0.08903713524341583, -0.08938109129667282, 0.11949560046195984, 0.1053747609257698, 0.09977685660123825, -0.1904330551624298, 0.14756518602371216, -0.00361044704914093, 0.0472290962934494, -0.01577671244740486, 0.06710391491651535, 0.012594383209943771, -0.026689212769269943, 0.1093028262257576, -0.1122058629989624, -0.11525242030620575, -0.12900680303573608, -0.24495205283164978, 0.16483554244041443];0
1764;[0.07273101061582565, -0.17137467861175537, -0.00048289354890584946, 0.10936316102743149, 0.05791202932596207, 0.05182366818189621, 0.13816413283348083, -0.3698071241378784, 0.030107630416750908, -0.32796570658683777, 0.32433247566223145, -0.17310775816440582, 0.23751147091388702, -0.21404117345809937, -0.052361927926540375, -0.19267164170742035, -0.04158800095319748, 0.03495855629444122, -0.023253118619322777, 0.047370389103889465, -0.05318676680326462, 0.14756080508232117, -0.09726592898368835, 0.1404956579208374, -0.02558167465031147, -0.22139140963554382, -0.021049417555332184, -0.14811769127845764, -0.12057711184024811, -0.15884757041931152, -0.010066471993923187, 0.08705218136310577, 0.008756671100854874, -0.06554949283599854, -0.020612895488739014, 0.1253560483455658, 0.01213860884308815, 0.17534445226192474, 0.19918256998062134, -0.14354638755321503, -0.09576620161533356, -0.10594378411769867, 0.035280741751194, 0.14307668805122375, 0.08005508035421371, 0.0439121350646019, -0.04507015645503998, 0.06589321792125702, 0.09399010986089706, 0.14887657761573792, -0.16553926467895508, 0.18403580784797668, 0.011545620858669281, -0.025328487157821655, -0.06830919533967972, -0.08838996291160583, -0.08565148711204529, -0.03315382078289986, 0.31641900539398193, -0.21424201130867004, -0.2689375877380371, -0.0798497125506401, -0.2587593197822571, 0.1488088220357895];1
1772;[0.005989938974380493, -0.14596174657344818, 0.3034577965736389, -0.047454237937927246, -0.1081065833568573, 0.03045671433210373, 0.2032431960105896, -0.39634835720062256, -0.022448919713497162, -0.16089175641536713, 0.14269506931304932, -0.2998434901237488, 0.2665020823478699, 0.016932712867856026, -0.09847372025251389, -0.4313605725765228, -0.07694920897483826, 0.043628059327602386, -0.04110122472047806, 0.058707743883132935, 0.0024341419339179993, -0.05415782704949379, 0.14529840648174286, 0.2404908537864685, -0.021390164270997047, 0.05742107331752777, 0.1340184509754181, -0.19101126492023468, -0.13202635943889618, 0.02992529794573784, -0.07699097692966461, 0.2696976065635681, 0.1388348639011383, -0.01635114476084709, 0.07330694794654846, 0.1147194430232048, 0.16110318899154663, 0.18679319322109222, 0.12140201777219772, -0.2214372605085373, -0.05006475746631622, -0.1868152916431427, 0.05705048516392708, 0.11728297919034958, -0.07849910855293274, -0.14820626378059387, -0.014876700937747955, 0.01946680247783661, 0.06605078279972076, 0.09392871707677841, -0.14834749698638916, 0.06529171764850616, 0.06025952845811844, 0.08524399995803833, 0.0399882011115551, 0.11951325833797455, 0.13943812251091003, -0.12676909565925598, -0.036799851804971695, -0.03788416087627411, -0.15618443489074707, -0.31086960434913635, -0.27976545691490173, 0.2014244943857193];0
1773;[-0.03419146686792374, -0.19647008180618286, 0.11785811185836792, 0.08410456031560898, 0.046675942838191986, -0.0277857705950737, 0.21203720569610596, -0.391617089509964, -0.011799868196249008, -0.2551511228084564, 0.22431442141532898, -0.11659358441829681, 0.20109997689723969, -0.20907661318778992, -0.1737065315246582, -0.12479877471923828, 0.05697084963321686, 0.039559729397296906, 0.02118387259542942, -0.04650767892599106, -0.11683360487222672, 0.17486777901649475, -0.19469475746154785, -0.0052313432097435, 0.0647977888584137, -0.10252833366394043, -0.056669123470783234, -0.2944318354129791, -0.007021665573120117, -0.15747416019439697, -0.018806573003530502, 0.08174369484186172, 0.010547850281000137, -0.013170439749956131, -0.04092125594615936, 0.04162031412124634, 0.030154883861541748, 0.26610347628593445, 0.005586050450801849, -0.19456548988819122, -0.1977747231721878, -0.14314769208431244, -0.10229639708995819, -0.01284981518983841, -0.07523804157972336, 0.11616342514753342, -0.07398456335067749, 0.1895674169063568, 0.16780820488929749, 0.17652221024036407, -0.27892395853996277, 0.19275367259979248, -0.016257338225841522, -0.05907970666885376, -0.06394191831350327, -0.00972936674952507, 0.010204862803220749, 0.21527200937271118, 0.19187742471694946, 0.06075973063707352, -0.3780091106891632, 0.022976070642471313, -0.4131317436695099, 0.08818231523036957];0
1776;[-0.1327338069677353, -0.24653837084770203, 0.18846088647842407, -0.12304902076721191, 0.020911328494548798, 0.013264469802379608, 0.22981849312782288, -0.27162960171699524, 0.04500719532370567, -0.25791895389556885, 0.3229631185531616, -0.18925850093364716, 0.17333678901195526, -0.20027126371860504, -0.028311684727668762, -0.1759064793586731, 0.049620091915130615, 0.08100149780511856, -0.0786251500248909, 0.05134613811969757, 0.058098047971725464, 0.07737067341804504, -0.046124666929244995, 0.10083270072937012, 0.03268567472696304, -0.07802462577819824, 0.08487144112586975, -0.2245006114244461, -0.03793879598379135, -0.14793801307678223, -0.03389913961291313, 0.18954598903656006, 0.010177411139011383, -0.025666922330856323, -0.04967694729566574, 0.1424550712108612, 0.09129461646080017, 0.23825199902057648, 0.016710981726646423, -0.15152029693126678, -0.03749294579029083, -0.20348769426345825, -0.06995122134685516, 0.04008394479751587, -0.002568267285823822, -0.03621268272399902, -0.03287466615438461, 0.2035762071609497, 0.1879037320613861, 0.1131022721529007, -0.08818952739238739, 0.12699224054813385, -0.05967717617750168, 0.008567631244659424, 0.020974505692720413, 0.1388796865940094, 0.03298863396048546, 0.07155013084411621, 0.027148045599460602, -0.03265634551644325, -0.1594027280807495, -0.04124165326356888, -0.346242755651474, 0.20964458584785461];0
1781;[0.08893085271120071, -0.002600759267807007, 0.10424043983221054, 0.03974141925573349, 0.030964814126491547, 0.16359758377075195, 0.07950504869222641, -0.11561445891857147, 0.07604066282510757, -0.08941717445850372, 0.17580461502075195, -0.14018785953521729, -0.05624467134475708, -0.11564746499061584, -0.12170685082674026, -0.17047493159770966, -0.13272187113761902, 0.01688363589346409, 0.13808132708072662, -0.08311357349157333, 0.3189930021762848, -0.15799668431282043, 0.13991667330265045, 0.16456671059131622, -0.16677190363407135, -0.024716438725590706, 0.196633979678154, -0.1329633742570877, -0.21504706144332886, -0.07065746188163757, -0.02912396565079689, 0.3495005965232849, 0.11074535548686981, -0.10962023586034775, -0.01890914887189865, -0.01926133781671524, 0.16168837249279022, -0.049765605479478836, 0.18911394476890564, -0.016791971400380135, 0.05586206167936325, 0.009265565313398838, 0.022917859256267548, 0.050719015300273895, -0.0023403316736221313, -0.08699607104063034, -0.1987731158733368, -0.14110322296619415, -0.021026259288191795, 0.21679925918579102, -0.12423886358737946, -0.027164414525032043, 0.10391449183225632, 0.1717066466808319, -0.1947064995765686, 0.07367289066314697, -0.07782842218875885, -0.17268140614032745, 0.06972973793745041, -0.2026519924402237, 0.014661494642496109, -0.15123441815376282, -0.08357801288366318, -0.13603684306144714];0
1783;[-0.14881595969200134, -0.3221857249736786, -0.13540107011795044, 0.05945516377687454, 0.1428017020225525, -0.23663955926895142, 0.29390430450439453, -0.2678484320640564, -0.1339751034975052, -0.48607945442199707, 0.19803451001644135, -0.010376118123531342, 0.16715820133686066, -0.46739572286605835, -0.04214964807033539, 0.36701008677482605, -0.0962648019194603, 0.04243185371160507, -0.01080387644469738, 0.2515486776828766, -0.06845874339342117, 0.3604090213775635, -0.2274937629699707, -0.1435425579547882, 0.33084768056869507, -0.20760145783424377, -0.08065534383058548, -0.2780836522579193, 0.029761463403701782, -0.2385120689868927, 0.09220193326473236, -0.17493285238742828, -0.027338601648807526, 0.11343000829219818, -0.1840149164199829, 0.19563104212284088, -0.33354684710502625, 0.4661960005760193, 0.04941641539335251, -0.2865757346153259, 0.06172670051455498, -0.1839892566204071, -0.11784465610980988, -0.1853644847869873, -0.22019469738006592, 0.19127196073532104, 0.1412016898393631, 0.21024590730667114, 0.4854324162006378, 0.24731704592704773, -0.03175724670290947, 0.4825262427330017, -0.2314995527267456, -0.25635868310928345, -0.07370296120643616, -0.004778217524290085, 0.11295516788959503, 0.49863895773887634, 0.11543547362089157, -0.24500268697738647, -0.1981661468744278, 0.2993577718734741, -0.5512756705284119, 0.05154770240187645];1
1785;[-0.07237698882818222, -0.14641284942626953, 0.11945630609989166, -0.04057057946920395, 0.005190275609493256, -0.04549293965101242, 0.22189494967460632, -0.13814862072467804, -0.06383820623159409, -0.3914046287536621, 0.2528770864009857, -0.128871887922287, -0.06912148743867874, -0.33520394563674927, -0.06694777309894562, 0.016887299716472626, -0.12784676253795624, 0.13763509690761566, 0.02147585339844227, 0.04283643513917923, -0.07080372422933578, 0.1554865539073944, -0.11687514185905457, -0.05710930377244949, 0.2598075568675995, -0.1005784422159195, 0.018629126250743866, -0.21926793456077576, -0.11422067880630493, -0.02268802374601364, -0.00013801828026771545, 0.017659172415733337, 0.04764906316995621, -0.006066232919692993, -0.1098310574889183, 0.005004629492759705, -0.1714566946029663, 0.30337196588516235, 0.20689477026462555, -0.137652188539505, -0.02937140315771103, -0.07625117897987366, -0.019403673708438873, -0.17331060767173767, -0.24355387687683105, 0.12245740741491318, 0.0041408538818359375, 0.05820655822753906, 0.2801860272884369, 0.25923603773117065, -0.07724227756261826, 0.3246455192565918, -0.0867139920592308, -0.12305094301700592, -0.25175848603248596, -0.08927232027053833, 0.018981512635946274, 0.34866684675216675, 0.059316761791706085, -0.20942607522010803, -0.18027180433273315, 0.08247830718755722, -0.12640273571014404, 0.008571404963731766];1
1787;[0.08468716591596603, 0.10247544199228287, 0.17815610766410828, -0.15225335955619812, -0.15022681653499603, 0.29959923028945923, 0.1072152853012085, -0.28705033659935, 0.14059872925281525, 0.0033074989914894104, 0.11581157147884369, -0.3730059266090393, -0.04904349148273468, 0.09346309304237366, -0.05886545032262802, -0.617651641368866, -0.17955899238586426, 0.1764518767595291, 0.007129795849323273, -0.0986705794930458, 0.05195682868361473, -0.2219875454902649, 0.15058308839797974, 0.377275288105011, -0.2234662026166916, -0.016011398285627365, 0.39636510610580444, -0.09405163675546646, -0.18349601328372955, 0.050686679780483246, -0.19126823544502258, 0.4419887661933899, 0.14052923023700714, -0.20262590050697327, 0.061348747462034225, -0.0033720580395311117, 0.2498624324798584, -0.2360481172800064, 0.17253264784812927, 0.030708618462085724, 0.011519059538841248, -0.028804220259189606, 0.09351274371147156, 0.11202097684144974, 0.19894227385520935, -0.3553257882595062, -0.18409903347492218, -0.1355474591255188, -0.2743091881275177, 0.11559125036001205, -0.12214969098567963, -0.25357604026794434, 0.2407788336277008, 0.2389647513628006, -0.15986648201942444, 0.011070847511291504, -0.004009272903203964, -0.3520449101924896, -0.0583440363407135, -0.27289360761642456, 0.08402399718761444, -0.39377155900001526, -0.012500733137130737, 0.09902070462703705];0
1815;[-0.023991264402866364, 0.07713893800973892, 0.20065319538116455, -0.2474842667579651, -0.1034976914525032, 0.23148761689662933, 0.0264241062104702, -0.09724194556474686, 0.08742566406726837, -0.17666025459766388, 0.28404998779296875, -0.17347541451454163, -0.06062134727835655, -0.039459504187107086, 0.04295593500137329, -0.5152138471603394, -0.04930366575717926, 0.16222670674324036, 0.015729116275906563, -0.05793299525976181, 0.3052144944667816, -0.14429476857185364, 0.11219944804906845, 0.3795146644115448, -0.2604086399078369, -0.1770402491092682, 0.3516835570335388, -0.054989613592624664, -0.1304280012845993, 0.08345389366149902, -0.30207526683807373, 0.44895344972610474, 0.10473298281431198, -0.3245304524898529, 0.08426234126091003, 0.11004675924777985, 0.32097363471984863, -0.0965128093957901, 0.0633048415184021, 0.045857857912778854, 0.10332471132278442, -0.10517371445894241, 0.060680948197841644, 0.10424181073904037, 0.21001949906349182, -0.3952104151248932, -0.08268482983112335, -0.1195778101682663, -0.0724562257528305, 0.03423471748828888, -0.05335729941725731, -0.062394529581069946, 0.11708685755729675, 0.23764248192310333, -0.13588015735149384, 0.10209973156452179, -0.06011257693171501, -0.22987335920333862, -0.1417764127254486, -0.21493716537952423, 0.18180647492408752, -0.25578588247299194, -0.10612576454877853, 0.1645917147397995];0
1820;[-0.05819603055715561, -0.21384751796722412, 0.10812543332576752, 0.039150260388851166, 0.05744843930006027, 0.01772504299879074, 0.23074480891227722, -0.19805613160133362, 0.08201944828033447, -0.18066200613975525, 0.33967018127441406, -0.12234936654567719, 0.1619524210691452, -0.18795914947986603, 0.0035445168614387512, -0.18182535469532013, -0.10387010872364044, 0.10389675945043564, -0.02562301605939865, 0.0025690048933029175, 0.16591599583625793, 0.07520797103643417, 0.04427335038781166, 0.15344518423080444, 0.05489493906497955, 0.004296662285923958, 0.20561133325099945, -0.0037870556116104126, -0.14405104517936707, -0.06938473880290985, -0.0820033848285675, 0.2020541876554489, -0.04011416435241699, -0.12172295153141022, -0.05129855126142502, 0.17690779268741608, 0.08578839153051376, 0.034664202481508255, 0.10348374396562576, -0.11711473762989044, -0.0027169063687324524, -0.09217037260532379, -0.03860311955213547, 0.11946506053209305, 0.036829642951488495, -0.08319919556379318, -0.0634240061044693, 0.06498798727989197, 0.034281596541404724, 0.2212069034576416, -0.06911022961139679, 0.08597247302532196, 0.006678156554698944, -0.10229727625846863, 0.012919742614030838, -0.021489005535840988, 0.11347614228725433, -0.05769902840256691, -0.028599873185157776, -0.21985450387001038, -0.09368106722831726, -0.10541875660419464, -0.2061726450920105, 0.21534764766693115];2
1821;[0.009432531893253326, -0.08699209243059158, 0.07852402329444885, 0.18910494446754456, 0.029985271394252777, -0.07606948167085648, 0.1448306143283844, -0.3709443509578705, 0.13969245553016663, -0.24049359560012817, 0.540102481842041, -0.09999342262744904, 0.07799406349658966, -0.34893161058425903, 0.19625824689865112, -0.0980025976896286, -0.10605175048112869, 0.14581574499607086, 0.11514156311750412, -0.15217453241348267, 0.355893075466156, -0.11385118216276169, 0.000916600227355957, 0.09782832115888596, -0.03471493721008301, -0.11177472770214081, 0.10956043004989624, 0.021789155900478363, -0.07366873323917389, -0.15104053914546967, -0.20356415212154388, 0.4365561604499817, 0.08283880352973938, -0.010637007653713226, 0.05560668930411339, 0.09252092242240906, 0.2109057754278183, 0.20593105256557465, 0.25129544734954834, 0.040995385497808456, -0.13090498745441437, -0.1913389414548874, -0.13103395700454712, 0.12119295448064804, -0.05140902101993561, 0.014189273118972778, -0.07605356723070145, -0.005233779549598694, -0.062033578753471375, 0.1612231433391571, -0.013934202492237091, 0.07836544513702393, 0.021122850477695465, -0.17845655977725983, -0.49516862630844116, -0.06689004600048065, 0.014287106692790985, -0.21920937299728394, 0.13114824891090393, -0.2837646007537842, -0.16724801063537598, -0.1427004337310791, -0.04809140786528587, -0.030446458607912064];2
1829;[-0.11037476360797882, -0.09611386060714722, -0.015438615344464779, -0.17220085859298706, 0.05641045421361923, 0.18998625874519348, 0.2257601022720337, -0.33594024181365967, 0.038059722632169724, -0.2783653438091278, 0.04453680291771889, -0.2191830724477768, 0.09321276843547821, -0.1679847091436386, -0.03892407938838005, -0.11115074157714844, -0.21787790954113007, 0.168781116604805, 0.01055004633963108, -0.0672590583562851, -0.05285731703042984, 0.18397538363933563, 0.022796809673309326, 0.019123978912830353, 0.11709924042224884, -0.04696950316429138, 0.01805964857339859, -0.25522106885910034, -0.01697419583797455, -0.09647394716739655, -0.09637661278247833, 0.06741493940353394, 0.14831557869911194, 0.04689733684062958, -0.11958438158035278, 0.06582978367805481, -0.08879488706588745, 0.21296684443950653, 0.19025607407093048, -0.07715553790330887, -0.0539475753903389, -0.24109670519828796, -0.1002645194530487, -0.10648152232170105, 0.018575511872768402, 0.019003428518772125, -0.07345603406429291, 0.11100591719150543, 0.16449710726737976, 0.15731275081634521, -0.07971338927745819, 0.09228408336639404, -0.09669110924005508, -0.047654181718826294, -0.07983456552028656, 0.07741934061050415, 0.0001650974154472351, 0.11485235393047333, 0.11274857074022293, -0.16819554567337036, -0.1850232034921646, 0.05964580923318863, -0.3508978486061096, 0.08236422389745712];1
1835;[-0.11492257565259933, -0.2919345498085022, 0.09297586977481842, 0.0755043551325798, 0.07868068665266037, -0.13155946135520935, 0.19175302982330322, -0.2774108350276947, -0.0429166704416275, -0.35025328397750854, 0.3117225468158722, -0.03541471064090729, 0.4053650498390198, -0.23271319270133972, -0.13386033475399017, -0.16243745386600494, -0.11445394903421402, 0.03929751366376877, 0.0382026731967926, 0.21722212433815002, 0.004032827913761139, 0.09929462522268295, -0.05224329233169556, 0.12607967853546143, 0.15744920074939728, -0.03427044302225113, 0.12381331622600555, -0.08060357719659805, -0.060379087924957275, -0.15839853882789612, -0.03810464218258858, 0.06113829463720322, 0.12955445051193237, -0.013459891080856323, -0.13292181491851807, 0.20294448733329773, 0.11799055337905884, 0.3152276575565338, 0.09332606196403503, -0.2702578604221344, -0.08787809312343597, -0.1887793093919754, 0.021148599684238434, 0.07635527104139328, -0.07285718619823456, 0.04105868190526962, 0.031542837619781494, 0.059918105602264404, 0.18590597808361053, 0.2632450461387634, -0.06926925480365753, 0.342430055141449, 0.050765715539455414, -0.1577790379524231, 0.045269664376974106, 0.10188307613134384, 0.05598340183496475, 0.07568113505840302, -0.016811560839414597, -0.10471635311841965, -0.24127228558063507, -0.07245097309350967, -0.37805259227752686, 0.17324316501617432];2
1841;[-0.010512217879295349, -0.1303326040506363, 0.021747387945652008, -0.030415982007980347, -0.00029971450567245483, 0.03206147998571396, 0.10187583416700363, -0.29131442308425903, 0.015943750739097595, -0.2569260597229004, 0.24156135320663452, -0.15401612222194672, 0.19305483996868134, -0.1299181878566742, -0.12183656543493271, -0.24861371517181396, -0.06466161459684372, 0.1333148181438446, 0.020777160301804543, 0.0625421404838562, -0.050687260925769806, 0.06191568449139595, -0.00539061427116394, 0.16988998651504517, 0.11021505296230316, -0.08017660677433014, 0.08217161893844604, -0.2203780561685562, -0.027151815593242645, -0.1274086982011795, -0.10548636317253113, 0.10641469806432724, 0.04894993081688881, 0.008923113346099854, -0.07622909545898438, 0.11335228383541107, 0.05163567513227463, 0.12922286987304688, 0.12186019867658615, -0.16659142076969147, -0.022249288856983185, -0.1475699245929718, -0.062256067991256714, 0.014187425374984741, -0.0356530025601387, -0.11679401993751526, -0.024437230080366135, 0.0855710357427597, 0.10001817345619202, 0.16257847845554352, -0.120385080575943, 0.13149739801883698, 0.0024587661027908325, -0.03375554084777832, 0.04659932479262352, 0.054220736026763916, -0.0012170709669589996, 0.05359658971428871, 0.11683513969182968, -0.16183146834373474, -0.14676611125469208, -0.04507145285606384, -0.34254932403564453, 0.14175300300121307];2
1844;[-0.08282314985990524, -0.2689559757709503, 0.03951583057641983, 0.11878130584955215, 0.01411367952823639, -0.10989449173212051, 0.21336498856544495, -0.25331470370292664, -0.08585377037525177, -0.33739450573921204, 0.3927150070667267, -0.03958173096179962, 0.3261411190032959, -0.25318536162376404, -0.08529572188854218, -0.05277865380048752, 0.050668299198150635, 0.00535229779779911, -0.07406493276357651, 0.08682006597518921, -0.0035953596234321594, 0.2099553346633911, -0.10640712082386017, 0.024137601256370544, 0.2096550464630127, -0.1270279437303543, 0.019184470176696777, -0.1812210977077484, 0.12495815753936768, -0.2333974838256836, -0.0014270134270191193, -0.03840535879135132, -0.04082128405570984, 0.018246427178382874, -0.09095488488674164, 0.19364142417907715, -0.08723919838666916, 0.3183947503566742, 0.0924866572022438, -0.20613674819469452, -0.03506604582071304, -0.1798003911972046, -0.16004496812820435, -0.017161764204502106, -0.11638472974300385, 0.08298834413290024, -0.02376529946923256, 0.23224392533302307, 0.2560460567474365, 0.21847310662269592, -0.11740420758724213, 0.3215799331665039, -0.11786235123872757, -0.2117937058210373, 0.07302825152873993, -0.031031880527734756, -0.015641260892152786, 0.09887028485536575, 0.15583238005638123, -0.16930711269378662, -0.33260446786880493, 0.05368945002555847, -0.5148105621337891, 0.14696377515792847];2
1845;[-0.2648829221725464, -0.2607313394546509, -0.012243437580764294, 0.07371719926595688, 0.06485950201749802, -0.11288724094629288, 0.18752989172935486, -0.2047128677368164, -0.06807215511798859, -0.4631534516811371, 0.48511919379234314, -0.028206050395965576, 0.2754596471786499, -0.3487415313720703, 0.09263838827610016, -0.070379838347435, 0.04137261211872101, 0.1471633017063141, -0.05011671781539917, 0.050085946917533875, -0.008806392550468445, 0.20721052587032318, -0.10437700152397156, 0.1027020588517189, 0.2972801923751831, -0.1175650805234909, 0.04642314463853836, -0.11731359362602234, 0.062115952372550964, -0.2153114676475525, -0.016927409917116165, 0.029086917638778687, -0.03800348937511444, -0.017766591161489487, -0.07631328701972961, 0.2330671101808548, -0.042743340134620667, 0.2422627955675125, 0.15129420161247253, -0.14624175429344177, -0.07846558094024658, -0.25467732548713684, -0.06513182818889618, 0.04239872843027115, -0.007387198507785797, 0.04312895983457565, -0.072593092918396, 0.30557799339294434, 0.23397794365882874, 0.1319434642791748, -0.13556207716464996, 0.32523369789123535, -0.2031533122062683, -0.22817878425121307, 0.016697127372026443, 0.03568635135889053, 0.013662058860063553, 0.11872023344039917, 0.18645203113555908, -0.13491277396678925, -0.27304673194885254, 0.11426422744989395, -0.5039976239204407, 0.199308380484581];2
